[Gene ID]	[source_id]	[Product Description]	[Input ID]	
Tb927.8.5610	Tb927.8.5610.2:mRNA	hypothetical protein, conserved	Tb927.8.5610	
Tb927.8.5630	Tb927.8.5630:mRNA	dihydroorotase, putative	Tb927.8.5630	
Tb927.8.5640	Tb927.8.5640:mRNA	putative succinate dehydrogenase subunit	Tb927.8.5640	
Tb927.8.5650	Tb927.8.5650:mRNA	hypothetical protein, conserved	Tb927.8.5650	
Tb927.8.5670	Tb927.8.5670:mRNA	SUMO-interacting motif-containing protein	Tb927.8.5670	
Tb927.8.5680	Tb927.8.5680:mRNA	Pyridoxal-dependent decarboxylase conserved domain containing protein, putative	Tb927.8.5680	
Tb927.8.570	Tb927.8.570:mRNA	proteasome regulatory non-ATP-ase subunit 10	Tb927.8.570	
Tb927.8.5700	Tb927.8.5700:mRNA	mitochondrial editosome-associated protein KREPB10	Tb927.8.5700	
Tb927.8.5710	Tb927.8.5710:mRNA	recombination initiation protein NBS1, putative	Tb927.8.5710	
Tb927.8.5720	Tb927.8.5720:mRNA	tRNA (guanine(37)-N1)-methyltransferase	Tb927.8.5720	
Tb927.8.5740	Tb927.8.5740:mRNA	proteasome 26S non-ATPase subunit 9, putative	Tb927.8.5740	
Tb927.8.5750	Tb927.8.5750:mRNA	hypothetical protein, conserved	Tb927.8.5750	
Tb927.8.5770	Tb927.8.5770:mRNA	Elongator-like Protein 3a	Tb927.8.5770	
Tb927.8.5780	Tb927.8.5780:mRNA	phosphatase of regenerating liver-type phosphatase, putative	Tb927.8.5780	
Tb927.8.5790	Tb927.8.5790:mRNA	hypothetical protein	Tb927.8.5790	
Tb927.8.580	Tb927.8.580:mRNA	MICOS complex subunit 40	Tb927.8.580	
Tb927.8.5810	Tb927.8.5810:mRNA	mitochondrial carrier protein	Tb927.8.5810	
Tb927.8.5820	Tb927.8.5820:mRNA	Las1-like, putative	Tb927.8.5820	
Tb927.8.5830	Tb927.8.5830:mRNA	SMP-30/Gluconolaconase/LRE-like region, putative	Tb927.8.5830	
Tb927.8.5840	Tb927.8.5840:mRNA	hypothetical protein, conserved	Tb927.8.5840	
Tb927.8.5850	Tb927.8.5850:mRNA	hypothetical protein, conserved	Tb927.8.5850	
Tb927.8.5870	Tb927.8.5870:mRNA	hypothetical protein, conserved	Tb927.8.5870	
Tb927.8.5880	Tb927.8.5880:mRNA	eukaryotic translation initiation factor 1A, putative	Tb927.8.5880	
Tb927.8.5890	Tb927.8.5890:mRNA	histone chaperone ASF1B	Tb927.8.5890	
Tb927.8.590	Tb927.8.590:mRNA	carnitine O-palmitoyltransferase, putative	Tb927.8.590	
Tb927.8.5920	Tb927.8.5920:mRNA	hypothetical protein	Tb927.8.5920	
Tb927.8.5950	Tb927.8.5950:mRNA	mitogen-activated protein kinase kinase 4, putative	Tb927.8.5950	
Tb927.8.5960	Tb927.8.5960:mRNA	hypothetical protein, conserved	Tb927.8.5960	
Tb927.8.5980	Tb927.8.5980:mRNA	TFIIH basal transcription factor complex helicase subunit, putative	Tb927.8.5980	
Tb927.8.6030	Tb927.8.6030:mRNA	60S ribosomal protein L12, putative	Tb927.8.6030	
Tb927.8.6040	Tb927.8.6040:mRNA	kinetoplast ribosomal PPR-repeat containing protein 11	Tb927.8.6040	
Tb927.8.6050	Tb927.8.6050:mRNA	hypothetical protein, conserved	Tb927.8.6050	
Tb927.8.6060	Tb927.8.6060:mRNA	2-amino-3-ketobutyrate coenzyme A ligase	Tb927.8.6060	
Tb927.8.6070	Tb927.8.6070:mRNA	Trypanosome basal body component protein	Tb927.8.6070	
Tb927.8.6080	Tb927.8.6080:mRNA	Glycerophosphoryl diester phosphodiesterase family, putative	Tb927.8.6080	
Tb927.8.6090	Tb927.8.6090:mRNA	ubiquitin-protein ligase, putative	Tb927.8.6090	
Tb927.8.610	Tb927.8.610:mRNA	hypothetical protein, conserved	Tb927.8.610	
Tb927.8.6100	Tb927.8.6100:mRNA	hypothetical protein, conserved	Tb927.8.6100	
Tb927.8.6120	Tb927.8.6120:mRNA	hypothetical protein, conserved	Tb927.8.6120	
Tb927.8.6130	Tb927.8.6130:mRNA	hypothetical protein, conserved	Tb927.8.6130	
Tb927.8.6140	Tb927.8.6140:mRNA	Galactose oxidase, central domain/Kelch motif containing protein, putative	Tb927.8.6140	
Tb927.8.6150	Tb927.8.6150:mRNA	40S ribosomal protein S8, putative	Tb927.8.6150	
Tb927.8.6170	Tb927.8.6170:mRNA	transketolase, putative	Tb927.8.6170	
Tb927.8.6180	Tb927.8.6180:mRNA	60S ribosomal protein L26, putative	Tb927.8.6180	
Tb927.8.6190	Tb927.8.6190:mRNA	BolA-like protein, putative	Tb927.8.6190	
Tb927.8.6200	Tb927.8.6200:mRNA	tubulin folding cofactor D, putative	Tb927.8.6200	
Tb927.8.6210	Tb927.8.6210:mRNA	phosphatidylinositol 3-kinase, putative	Tb927.8.6210	
Tb927.8.6220	Tb927.8.6220:mRNA	Phosphorylated CTD interacting factor 1 WW domain containing protein, putative	Tb927.8.6220	
Tb927.8.6230	Tb927.8.6230:mRNA	hypothetical protein, conserved	Tb927.8.6230	
Tb927.8.6250	Tb927.8.6250:mRNA	Nucleoporin NUP76	Tb927.8.6250	
Tb927.8.6270	Tb927.8.6270:mRNA	hypothetical protein, conserved	Tb927.8.6270	
Tb927.8.6280	Tb927.8.6280:mRNA	cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative	Tb927.8.6280	
Tb927.8.6300	Tb927.8.6300:mRNA	hypothetical protein, conserved	Tb927.8.6300	
Tb927.8.6310	Tb927.8.6310:mRNA	hypothetical protein, conserved	Tb927.8.6310	
Tb927.8.6330	Tb927.8.6330:mRNA	WD domain, G-beta repeat/PFU (PLAA family ubiquitin binding), putative	Tb927.8.6330	
Tb927.8.6340	Tb927.8.6340:mRNA	CYC2-like cyclin, putative	Tb927.8.6340	
Tb927.8.6350	Tb927.8.6350:mRNA	CYC2-like cyclin, putative	Tb927.8.6350	
Tb927.8.6360	Tb927.8.6360:mRNA	SPRY domain containing protein, putative	Tb927.8.6360	
Tb927.8.6370	Tb927.8.6370:mRNA	Flagellar pocket collar protein 4	Tb927.8.6370	
Tb927.8.6380	Tb927.8.6380:mRNA	hypothetical protein, conserved	Tb927.8.6380	
Tb927.8.6400	Tb927.8.6400:mRNA	hypothetical protein, conserved	Tb927.8.6400	
Tb927.8.6410	Tb927.8.6410:mRNA	beta-ketoacyl-ACP reductase 3, putative	Tb927.8.6410	
Tb927.8.6420	Tb927.8.6420:mRNA	beta-ketoacyl-ACP reductase 2	Tb927.8.6420	
Tb927.8.6430	Tb927.8.6430:mRNA	hypothetical protein, conserved	Tb927.8.6430	
Tb927.8.6440	Tb927.8.6440:mRNA	RNA-binding protein, putative	Tb927.8.6440	
Tb927.8.6460	Tb927.8.6460:mRNA	kinase binding protein CGI-121, putative	Tb927.8.6460	
Tb927.8.6470	Tb927.8.6470:mRNA	SET domain containing protein, putative	Tb927.8.6470	
Tb927.8.6490	Tb927.8.6490:mRNA	Basal body protein	Tb927.8.6490	
Tb927.8.6510	Tb927.8.6510:mRNA	ubiquitin-protein ligase, putative	Tb927.8.6510	
Tb927.8.6530	Tb927.8.6530:mRNA	SET domain containing protein, putative	Tb927.8.6530	
Tb927.8.6540	Tb927.8.6540:mRNA	TFIIH basal transcription factor subunit	Tb927.8.6540	
Tb927.8.6550	Tb927.8.6550:mRNA	hypothetical protein, conserved	Tb927.8.6550	
Tb927.8.6560	Tb927.8.6560:mRNA	SpoU rRNA Methylase family, putative	Tb927.8.6560	
Tb927.8.6570	Tb927.8.6570:mRNA	hypothetical protein, conserved	Tb927.8.6570	
Tb927.8.6580	Tb927.8.6580:mRNA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	Tb927.8.6580	
Tb927.8.6590	Tb927.8.6590:mRNA	Outer mitochondrial membrane transport complex protein/Glutathione S-transferase, C-terminal domain containing protein, putative	Tb927.8.6590	
Tb927.8.660	Tb927.8.660:mRNA	Sel1 repeat, putative	Tb927.8.660	
Tb927.8.6600	Tb927.8.6600:mRNA	Glutathione S-transferase, C-terminal domain containing protein, putative	Tb927.8.6600	
Tb927.8.6610	Tb927.8.6610:mRNA	hypothetical protein, conserved	Tb927.8.6610	
Tb927.8.6620	Tb927.8.6620:mRNA	hypothetical protein, conserved	Tb927.8.6620	
Tb927.8.6640	Tb927.8.6640:mRNA	Male sterility protein, putative	Tb927.8.6640	
Tb927.8.6650	Tb927.8.6650:mRNA	RNA-binding protein, putative	Tb927.8.6650	
Tb927.8.6660	Tb927.8.6660:mRNA	paraflagellar rod component, putative	Tb927.8.6660	
Tb927.8.6670	Tb927.8.6670:mRNA	hypothetical protein, conserved	Tb927.8.6670	
Tb927.8.6680	Tb927.8.6680:mRNA	clathrin assembly sigma-adaptin protein 3, putative	Tb927.8.6680	
Tb927.8.6690	Tb927.8.6690:mRNA	ATP-dependent DEAD/H DNA helicase recQ, putative	Tb927.8.6690	
Tb927.8.670	Tb927.8.670:mRNA	hypothetical protein, conserved	Tb927.8.670	
Tb927.8.6700	Tb927.8.6700:mRNA	hypothetical protein, conserved	Tb927.8.6700	
Tb927.8.6710	Tb927.8.6710:mRNA	hypothetical protein, conserved	Tb927.8.6710	
Tb927.8.6740	Tb927.8.6740:mRNA	DNA repair protein, putative	Tb927.8.6740	
Tb927.8.6770	Tb927.8.6770:mRNA	WD domain, G-beta repeat, putative	Tb927.8.6770	
Tb927.8.6780	Tb927.8.6780:mRNA	hypothetical protein, conserved	Tb927.8.6780	
Tb927.8.6790	Tb927.8.6790:mRNA	hypothetical protein, conserved	Tb927.8.6790	
Tb927.8.6800	Tb927.8.6800:mRNA	hypothetical protein, conserved	Tb927.8.6800	
Tb927.8.6810	Tb927.8.6810:mRNA	STE/STE11 serine/threonine-protein kinase, putative	Tb927.8.6810	
Tb927.8.6840	Tb927.8.6840:mRNA	mismatch repair protein MLH1	Tb927.8.6840	
Tb927.8.6850	Tb927.8.6850:mRNA	Zinc finger, C3HC4 type (RING finger)/EF-hand domain pair, putative	Tb927.8.6850	
Tb927.8.6860	Tb927.8.6860:mRNA	High-temperature-induced dauer-formation protein, putative	Tb927.8.6860	
Tb927.8.6870	Tb927.8.6870:mRNA	hypothetical protein, conserved	Tb927.8.6870	
Tb927.8.6880	Tb927.8.6880:mRNA	translation initiation factor IF-2, putative	Tb927.8.6880	
Tb927.8.6890	Tb927.8.6890:mRNA	putative succinate dehydrogenase subunit	Tb927.8.6890	
Tb927.8.690	Tb927.8.690:mRNA	peptidyl-prolyl cis-trans isomerase/rotamase, putative	Tb927.8.690	
Tb927.8.6930	Tb927.8.6930:mRNA	serine/threonine-protein kinase NRKB, putative	Tb927.8.6930	
Tb927.8.6940	Tb927.8.6940:mRNA	hypothetical protein, conserved	Tb927.8.6940	
Tb927.8.6950	Tb927.8.6950:mRNA	roadblock/LC7 family member	Tb927.8.6950	
Tb927.8.6960	Tb927.8.6960:mRNA	NADH-ubiquinone oxidoreductase complex I subunit, putative	Tb927.8.6960	
Tb927.8.6970	Tb927.8.6970:mRNA	3-methylcrotonyl-CoA carboxylase alpha subunit, putative	Tb927.8.6970	
Tb927.8.6990	Tb927.8.6990:mRNA	hypothetical protein, conserved	Tb927.8.6990	
Tb927.8.700	Tb927.8.700:mRNA	DNA repair and recombination helicase protein PIF7	Tb927.8.700	
Tb927.8.7000	Tb927.8.7000:mRNA	E1-like ubiquitin-activating enzyme, putative	Tb927.8.7000	
Tb927.8.7010	Tb927.8.7010:mRNA	chaperone protein DnaJ, putative	Tb927.8.7010	
Tb927.8.7020	Tb927.8.7020:mRNA	peptidase, putative	Tb927.8.7020	
Tb927.8.7030	Tb927.8.7030:mRNA	hypothetical protein, conserved	Tb927.8.7030	
Tb927.8.7050	Tb927.8.7050:mRNA	mu-adaptin 4, putative	Tb927.8.7050	
Tb927.8.7060	Tb927.8.7060:mRNA	hypothetical protein, conserved	Tb927.8.7060	
Tb927.8.7090	Tb927.8.7090:mRNA	Component of IIS longevity pathway SMK-1, putative	Tb927.8.7090	
Tb927.8.710	Tb927.8.710:mRNA	RNA-binding protein, putative	Tb927.8.710	
Tb927.8.7130	Tb927.8.7130:mRNA	hypothetical protein, conserved	Tb927.8.7130	
Tb927.8.7140	Tb927.8.7140:mRNA	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	Tb927.8.7140	
Tb927.8.7150	Tb927.8.7150:mRNA	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	Tb927.8.7150	
Tb927.8.7170	Tb927.8.7170:mRNA	inositol polyphosphate 1-phosphatase, putative	Tb927.8.7170	
Tb927.8.7180	Tb927.8.7180:mRNA	hypothetical protein, conserved	Tb927.8.7180	
Tb927.8.720	Tb927.8.720:mRNA	Cytosolic iron-sulfur protein assembly 2B, putative	Tb927.8.720	
Tb927.8.7200	Tb927.8.7200:mRNA	Region in Clathrin and VPS, putative	Tb927.8.7200	
Tb927.8.7230	Tb927.8.7230:mRNA	hypothetical protein, conserved	Tb927.8.7230	
Tb927.8.7240	Tb927.8.7240:mRNA	hypothetical protein, conserved	Tb927.8.7240	
Tb927.8.7250	Tb927.8.7250:mRNA	repressor of RNA polymerase III transcription MAF1	Tb927.8.7250	
Tb927.8.7270	Tb927.8.7270:mRNA	Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative	Tb927.8.7270	
Tb927.8.7290	Tb927.8.7290:mRNA	Regulator of chromosome condensation (RCC1) repeat, putative	Tb927.8.7290	
Tb927.8.7310	Tb927.8.7310:mRNA	hypothetical protein	Tb927.8.7310	
Tb927.8.7330	Tb927.8.7330:mRNA	hypothetical protein	Tb927.8.7330	
Tb927.8.7340	Tb927.8.7340:mRNA	trans-sialidase, putative	Tb927.8.7340	
Tb927.8.7360	Tb927.8.7360:mRNA	hypothetical protein, conserved	Tb927.8.7360	
Tb927.8.7400	Tb927.8.7400:mRNA	RNA polymerase IIA largest subunit	Tb927.8.7400	
Tb927.8.7410	Tb927.8.7410:mRNA	calreticulin, putative	Tb927.8.7410	
Tb927.8.7450	Tb927.8.7450:mRNA	myosin heavy chain kinase A, putative	Tb927.8.7450	
Tb927.8.7460	Tb927.8.7460:mRNA	zinc transporter, putative	Tb927.8.7460	
Tb927.8.7470	Tb927.8.7470:mRNA	hypothetical protein, conserved	Tb927.8.7470	
Tb927.8.7480	Tb927.8.7480:mRNA	hypothetical protein, conserved	Tb927.8.7480	
Tb927.8.7490	Tb927.8.7490:mRNA	symplekin	Tb927.8.7490	
Tb927.8.750	Tb927.8.750:mRNA	nucleolar RNA-binding protein, putative	Tb927.8.750	
Tb927.8.7500	Tb927.8.7500:mRNA	hypothetical protein, conserved	Tb927.8.7500	
Tb927.8.7520	Tb927.8.7520:mRNA	aminopeptidase, putative	Tb927.8.7520	
Tb927.8.7530	Tb927.8.7530:mRNA	3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative	Tb927.8.7530	
Tb927.8.7550	Tb927.8.7550:mRNA	hypothetical protein	Tb927.8.7550	
Tb927.8.7560	Tb927.8.7560:mRNA	CorA-like Mg2+ transporter protein, putative	Tb927.8.7560	
Tb927.8.7570	Tb927.8.7570:mRNA	tRNA-dihydrouridine synthase 1, putative	Tb927.8.7570	
Tb927.8.7580	Tb927.8.7580:mRNA	RING-variant domain containing protein, putative	Tb927.8.7580	
Tb927.8.760	Tb927.8.760:mRNA	nucleolar RNA-binding protein	Tb927.8.760	
Tb927.8.7600	Tb927.8.7600:mRNA	amino acid transporter, putative	Tb927.8.7600	
Tb927.8.7610	Tb927.8.7610:mRNA	amino acid transporter 1, putative	Tb927.8.7610	
Tb927.8.770	Tb927.8.770:mRNA	SUMO-interacting motif-containing protein	Tb927.8.770	
Tb927.8.7700	Tb927.8.7700:mRNA	amino acid transporter, putative	Tb927.8.7700	
Tb927.8.7710	Tb927.8.7710:mRNA	hypothetical protein, conserved	Tb927.8.7710	
Tb927.8.7720	Tb927.8.7720:mRNA	hypothetical protein, conserved	Tb927.8.7720	
Tb927.8.7740	Tb927.8.7740:mRNA	amino acid transporter, putative	Tb927.8.7740	
Tb927.8.7750	Tb927.8.7750:mRNA	hypothetical protein, conserved	Tb927.8.7750	
Tb927.8.7760	Tb927.8.7760:mRNA	hypothetical protein, conserved	Tb927.8.7760	
Tb927.8.7770	Tb927.8.7770:mRNA	aldehyde dehydrogenase family, putative	Tb927.8.7770	
Tb927.8.7780	Tb927.8.7780:mRNA	hypothetical protein, conserved	Tb927.8.7780	
Tb927.8.7790	Tb927.8.7790:mRNA	zinc finger domain, LSD1 subclass, putative	Tb927.8.7790	
Tb927.8.780	Tb927.8.780:mRNA	hypothetical protein, conserved	Tb927.8.780	
Tb927.8.7800	Tb927.8.7800:mRNA	hypothetical protein, conserved	Tb927.8.7800	
Tb927.8.7810	Tb927.8.7810:mRNA	hypothetical protein, conserved	Tb927.8.7810	
Tb927.8.7820	Tb927.8.7820:mRNA	'Cold-shock' DNA-binding domain containing protein, putative	Tb927.8.7820	
Tb927.8.7830	Tb927.8.7830:mRNA	hypothetical protein, conserved	Tb927.8.7830	
Tb927.8.7850	Tb927.8.7850:mRNA	hypothetical protein, conserved	Tb927.8.7850	
Tb927.8.790	Tb927.8.790:mRNA	hypothetical protein, conserved	Tb927.8.790	
Tb927.8.7970	Tb927.8.7970:mRNA	hypothetical protein	Tb927.8.7970	
Tb927.8.7980	Tb927.8.7980:mRNA	Pyrophosphate-energized vacuolar membrane proton pump 2, putative	Tb927.8.7980	
Tb927.8.7990	Tb927.8.7990:mRNA	Thioredoxin-like/Protein of unknown function (DUF3638)/Protein of unknown function (DUF3645), putative	Tb927.8.7990	
Tb927.8.800	Tb927.8.800:mRNA	Domain of unknown function (DUF3437), putative	Tb927.8.800	
Tb927.8.8000	Tb927.8.8000:mRNA	hypothetical protein, conserved	Tb927.8.8000	
Tb927.8.8010	Tb927.8.8010:mRNA	hypothetical protein, conserved	Tb927.8.8010	
Tb927.8.8020	Tb927.8.8020:mRNA	monoglyceride lipase, putative	Tb927.8.8020	
Tb927.8.8030	Tb927.8.8030:mRNA	emp24/gp25L/p24 family/GOLD, putative	Tb927.8.8030	
Tb927.8.8040	Tb927.8.8040:mRNA	kinetoplastid-specific phospho-protein phosphatase, putative	Tb927.8.8040	
Tb927.8.8050	Tb927.8.8050:mRNA	Nucleoporin NUP75	Tb927.8.8050	
Tb927.8.8090	Tb927.8.8090:mRNA	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	Tb927.8.8090	
Tb927.8.810	Tb927.8.810:mRNA	radial spoke protein RSP9, putative	Tb927.8.810	
Tb927.8.8110	Tb927.8.8110:mRNA	hypothetical protein, conserved	Tb927.8.8110	
Tb927.8.8120	Tb927.8.8120:mRNA	hypothetical protein, conserved	Tb927.8.8120	
Tb927.8.8140	Tb927.8.8140:mRNA	small GTP-binding rab protein, putative	Tb927.8.8140	
Tb927.8.8150	Tb927.8.8150:mRNA	C2 domain containing protein, putative	Tb927.8.8150	
Tb927.8.8170	Tb927.8.8170:mRNA	RNA editing mediator complex protein 5	Tb927.8.8170	
Tb927.8.8180	Tb927.8.8180:mRNA	RNA editing mediator complex protein 4	Tb927.8.8180	
Tb927.8.8210	Tb927.8.8210:mRNA	Cleavage stimulating factor 64, putative	Tb927.8.8210	
Tb927.8.8220	Tb927.8.8220:mRNA	amino acid transporter, putative	Tb927.8.8220	
Tb927.8.830	Tb927.8.830:mRNA	Protein of unknown function (DUF3608), putative	Tb927.8.830	
Tb927.8.8310	Tb927.8.8310:mRNA	chaperone protein DnaJ, putative	Tb927.8.8310	
Tb927.8.8320	Tb927.8.8320:mRNA	hypothetical protein, conserved	Tb927.8.8320	
Tb927.8.8330	Tb927.8.8330:mRNA	cysteine peptidase, putative	Tb927.8.8330	
Tb927.8.8340	Tb927.8.8340:mRNA	CRAL/TRIO domain containing protein, putative	Tb927.8.8340	
Tb927.8.8350	Tb927.8.8350:mRNA	Kinesin-13 4b, putative	Tb927.8.8350	
Tb927.8.840	Tb927.8.840:mRNA	hypothetical protein, conserved	Tb927.8.840	
Tb927.8.850	Tb927.8.850:mRNA	hypothetical protein, conserved	Tb927.8.850	
Tb927.8.860	Tb927.8.860:mRNA	hypothetical protein, conserved	Tb927.8.860	
Tb927.8.890	Tb927.8.890:mRNA	Ras-related protein Rab1A	Tb927.8.890	
Tb927.8.920	Tb927.8.920:mRNA	ubiquitin-conjugating enzyme E2, putative	Tb927.8.920	
Tb927.8.930	Tb927.8.930:mRNA	hypothetical protein	Tb927.8.930	
Tb927.8.940	Tb927.8.940:mRNA	hypothetical protein, conserved	Tb927.8.940	
Tb927.8.980	Tb927.8.980:mRNA	phosphoacetylglucosamine mutase	Tb927.8.980	
Tb927.8.990	Tb927.8.990:mRNA	RNA-binding protein 33 (RNA-binding motif protein 33)	Tb927.8.990	
Tb927.9.10000	Tb927.9.10000:mRNA	hypothetical protein, conserved	Tb09.211.1540	
Tb927.9.10050	Tb927.9.10050:mRNA	60Kd inner membrane protein, putative	Tb09.211.1580	
Tb927.9.10070	Tb927.9.10070:mRNA	hypothetical protein, conserved	Tb09.211.1600	
Tb927.9.10080	Tb927.9.10080:mRNA	phosphatidylserine decarboxylase, putative	Tb09.211.1610	
Tb927.9.10100	Tb927.9.10100:mRNA	Mitochondrial processome subunit 1	Tb09.211.1620	
Tb927.9.10150	Tb927.9.10150:mRNA	hypothetical protein, conserved	Tb09.211.1640	
Tb927.9.10160	Tb927.9.10160:mRNA	MICOS complex subunit MIC60	Tb09.211.1650	
Tb927.9.10190	Tb927.9.10190:mRNA	hypothetical protein, conserved	Tb09.211.1670	
Tb927.9.10200	Tb927.9.10200:mRNA	hypothetical protein, conserved	Tb09.211.1680	
Tb927.9.10250	Tb927.9.10250:mRNA	small nuclear ribonucleoprotein Sm-F	Tb09.211.1695	
Tb927.9.10280	Tb927.9.10280:mRNA	Zinc finger CCCH domain-containing protein 48	Tb09.211.1720	
Tb927.9.10340	Tb927.9.10340:mRNA	Polyamine transporter 1, putative	Tb09.211.1760	
Tb927.9.10350	Tb927.9.10350:mRNA	Snf7, putative	Tb09.211.1770	
Tb927.9.10360	Tb927.9.10360:mRNA	Cytosolic iron-sulfur protein assembly 2A, putative	Tb09.211.1780	
Tb927.9.10400	Tb927.9.10400:mRNA	hypothetical protein, conserved	Tb09.211.1800	
Tb927.9.10430	Tb927.9.10430:mRNA	Zinc-binding domain containing protein, putative	Tb09.211.1810	
Tb927.9.10440	Tb927.9.10440:mRNA	DNA polymerase epsilon catalytic subunit, putative	Tb09.211.1820	
Tb927.9.10450	Tb927.9.10450:mRNA	hypothetical protein, conserved	Tb09.211.1830	
Tb927.9.10470	Tb927.9.10470:mRNA	hypothetical protein, conserved	Tb09.211.1850	
Tb927.9.10490	Tb927.9.10490:mRNA	Component of motile flagella 56	Tb09.211.1870	
Tb927.9.10500	Tb927.9.10500:mRNA	HAD hydrolase, TIGR01456 family/HAD hydrolase, family IIA, putative	Tb09.211.1880	
Tb927.9.10510	Tb927.9.10510:mRNA	hypothetical protein, conserved	Tb09.211.1890	
Tb927.9.10520	Tb927.9.10520:mRNA	hypothetical protein, conserved	Tb09.211.1900	
Tb927.9.10550	Tb927.9.10550:mRNA	Spindle assembly abnormal protein 6 homolog	Tb09.211.1930	
Tb927.9.10560	Tb927.9.10560:mRNA	Archaic Translocase of outer membrane 19 kDa subunit	Tb09.211.1940	
Tb927.9.10580	Tb927.9.10580:mRNA	3-demethylubiquinone-9 3-methyltransferase, putative	Tb09.211.1960	
Tb927.9.10630	Tb927.9.10630:mRNA	hypothetical protein, conserved	Tb09.211.2010	
Tb927.9.10640	Tb927.9.10640:mRNA	synaptojanin (N-terminal domain), putative	Tb09.211.2020	
Tb927.9.10650	Tb927.9.10650:mRNA	hypothetical protein	Tb09.211.2060	
Tb927.9.10670	Tb927.9.10670:mRNA	bardet-biedl syndrome 1 protein	Tb09.211.2080	
Tb927.9.10680	Tb927.9.10680:mRNA	RNA polymerase III RPC4, putative	Tb09.211.2090	
Tb927.9.10690	Tb927.9.10690:mRNA	Protein of unknown function (DUF2009), putative	Tb09.211.2100	
Tb927.9.10710	Tb927.9.10710:mRNA	hsp70 subfamily B suppressor 1	Tb09.211.2110	
Tb927.9.10770	Tb927.9.10770:mRNA	polyadenylate-binding protein 2	Tb09.211.2150	
Tb927.9.10790	Tb927.9.10790:mRNA	hypothetical protein	Tb09.211.2160	
Tb927.9.10820	Tb927.9.10820:mRNA	hypothetical protein, conserved	Tb09.211.2180	
Tb927.9.10830	Tb927.9.10830:mRNA	metal dependent 5'-nucleotidase	Tb09.211.2190	
Tb927.9.10840	Tb927.9.10840:mRNA	hypothetical protein, conserved	Tb09.211.2200	
Tb927.9.10870	Tb927.9.10870:mRNA	hypothetical protein, conserved	Tb09.211.2220	
Tb927.9.10880	Tb927.9.10880:mRNA	hypothetical protein, conserved	Tb09.211.2230	
Tb927.9.10890	Tb927.9.10890:mRNA	Regulatory subunit of type II PKA R-subunit, putative	Tb09.211.2250	
Tb927.9.10920	Tb927.9.10920:mRNA	kinetoplastid kinetochore protein 3	Tb09.211.2260	
Tb927.9.10930	Tb927.9.10930:mRNA	mediator of rna polymerase ii transcription subunit 7	Tb09.211.2270	
Tb927.9.10970	Tb927.9.10970:mRNA	Serine peptidase, Clan SC, Family S09X	Tb09.211.2310	
Tb927.9.11040	Tb927.9.11040:mRNA	mitochondrial carrier protein	Tb09.211.2370	
Tb927.9.11070	Tb927.9.11070:mRNA	predicted zinc finger protein	Tb09.211.2400	
Tb927.9.11110	Tb927.9.11110:mRNA	U5 snRNA-associated splicing factor	Tb09.211.2420	
Tb927.9.11120	Tb927.9.11120:mRNA	Chromosome passenger complex (CPC) protein INCENP N terminal, putative	Tb09.211.2430	
Tb927.9.11130	Tb927.9.11130:mRNA	unc-50 related protein homolog	Tb09.211.2440	
Tb927.9.11140	Tb927.9.11140:mRNA	hypothetical protein, conserved	Tb09.211.2450	
Tb927.9.1120	Tb927.9.1120:mRNA	hypothetical protein, conserved	Tb09.v1.0030	
Tb927.9.11220	Tb927.9.11220:mRNA	tRNA import complex component, putative	Tb09.211.2530	
Tb927.9.11230	Tb927.9.11230:mRNA	calmodulin-like protein, putative	Tb09.211.2540	
Tb927.9.11260	Tb927.9.11260:mRNA	nucleoside diphosphate kinase, putative	Tb09.211.2560	
Tb927.9.11270	Tb927.9.11270:mRNA	t- complex protein 1 (eta subunit), putative	Tb09.211.2570	
Tb927.9.11300	Tb927.9.11300:mRNA	Mitochondrial ribosomal protein S17	Tb09.211.2580	
Tb927.9.11350	Tb927.9.11350:mRNA	hypothetical protein, conserved	Tb09.211.2600	
Tb927.9.11360	Tb927.9.11360:mRNA	hypothetical protein, conserved	Tb09.211.2610	
Tb927.9.11380	Tb927.9.11380:mRNA	60S ribosomal protein L23, putative	Tb09.211.2630	
Tb927.9.11480	Tb927.9.11480:mRNA	Enriched in surface-labeled proteome protein 9	Tb09.v1.0650	
Tb927.9.11490	Tb927.9.11490:mRNA	60S ribosomal protein L29	Tb09.211.2650	
Tb927.9.11500	Tb927.9.11500:mRNA	anaphase-promoting complex subunit 2	Tb09.211.2660	
Tb927.9.11510	Tb927.9.11510:mRNA	hypothetical protein, conserved	Tb09.211.2670	
Tb927.9.11520	Tb927.9.11520:mRNA	hypothetical protein, conserved	Tb09.211.2680	
Tb927.9.11540	Tb927.9.11540:mRNA	hypothetical protein, conserved	Tb09.211.2700	
Tb927.9.11560	Tb927.9.11560:mRNA	hypothetical protein, conserved	Tb09.211.2720	
Tb927.9.11580	Tb927.9.11580:mRNA	glycosomal membrane protein	Tb09.211.2730	
