Gene ID	source_id	Product Description	Input ID	
Tb927.7.4030	Tb927.7.4030:mRNA	hypothetical protein, conserved	Tb927.7.4030	
Tb927.7.4060	Tb927.7.4060:mRNA	cysteine peptidase, Clan CA, family C2, putative	Tb927.7.4060	
Tb927.7.4070	Tb927.7.4070:mRNA	cysteine peptidase, Clan CA, family C2, putative	Tb927.7.4070	
Tb927.7.4100	Tb927.7.4100:mRNA	Domain of unknown function (DUF4201), putative	Tb927.7.4100	
Tb927.7.4110	Tb927.7.4110:mRNA	kinesin, putative	Tb927.7.4110	
Tb927.7.4120	Tb927.7.4120:mRNA	hypothetical protein, conserved	Tb927.7.4120	
Tb927.7.4170	Tb927.7.4170:mRNA	Fatty acid elongase	Tb927.7.4170	
Tb927.7.4180	Tb927.7.4180:mRNA	Fatty acid elongase	Tb927.7.4180	
Tb927.7.4210	Tb927.7.4210:mRNA	hypothetical protein, conserved	Tb927.7.4210	
Tb927.7.4220	Tb927.7.4220:mRNA	WD domain, G-beta repeat/Dip2/Utp12 Family, putative	Tb927.7.4220	
Tb927.7.4240	Tb927.7.4240:mRNA	hypothetical protein, conserved	Tb927.7.4240	
Tb927.7.4270	Tb927.7.4270:mRNA	hypothetical protein, conserved	Tb927.7.4270	
Tb927.7.4290	Tb927.7.4290:mRNA	Nuclear distribution protein C homolog	Tb927.7.4290	
Tb927.7.4310	Tb927.7.4310:mRNA	pyridine nucleotide-disulphide oxidoreductase, putative	Tb927.7.4310	
Tb927.7.4320	Tb927.7.4320:mRNA	mRNA capping enzyme, beta chain, putative	Tb927.7.4320	
Tb927.7.4340	Tb927.7.4340:mRNA	Protein of unknown function (DUF1253), putative	Tb927.7.4340	
Tb927.7.4380	Tb927.7.4380:mRNA	Bromodomain, putative	Tb927.7.4380	
Tb927.7.4390	Tb927.7.4390:mRNA	threonine synthase, putative	Tb927.7.4390	
Tb927.7.4420	Tb927.7.4420:mRNA	proteasome alpha 3 subunit, putative	Tb927.7.4420	
Tb927.7.4440	Tb927.7.4440:mRNA	NAD dependent epimerase/dehydratase family, putative	Tb927.7.4440	
Tb927.7.4450	Tb927.7.4450:mRNA	SUMO-interacting motif-containing protein	Tb927.7.4450	
Tb927.7.4460	Tb927.7.4460:mRNA	von Willebrand factor type A domain containing protein, putative	Tb927.7.4460	
Tb927.7.4470	Tb927.7.4470:mRNA	hypothetical protein, conserved	Tb927.7.4470	
Tb927.7.4480	Tb927.7.4480:mRNA	adenosine 5'-monophosphoramidase, putative	Tb927.7.4480	
Tb927.7.4490	Tb927.7.4490:mRNA	hypothetical protein, conserved	Tb927.7.4490	
Tb927.7.4500	Tb927.7.4500:mRNA	PX domain containing protein, putative	Tb927.7.4500	
Tb927.7.4510	Tb927.7.4510:mRNA	Domain of unknown function (DUF4201), putative	Tb927.7.4510	
Tb927.7.4520	Tb927.7.4520:mRNA	Thioredoxin-like, putative	Tb927.7.4520	
Tb927.7.4550	Tb927.7.4550:mRNA	Mitochondrial ribosomal protein L7/L12	Tb927.7.4550	
Tb927.7.4570	Tb927.7.4570:mRNA	inosine-guanine nucleoside hydrolase	Tb927.7.4570	
Tb927.7.4580	Tb927.7.4580:mRNA	Cornifin (SPRR) family, putative	Tb927.7.4580	
Tb927.7.4620	Tb927.7.4620:mRNA	hypothetical protein, conserved	Tb927.7.4620	
Tb927.7.4670	Tb927.7.4670:mRNA	ribosomal RNA processing protein 4	Tb927.7.4670	
Tb927.7.4680	Tb927.7.4680:mRNA	hypothetical protein, conserved	Tb927.7.4680	
Tb927.7.4750	Tb927.7.4750:mRNA	hypothetical protein, conserved	Tb927.7.4750	
Tb927.7.4760	Tb927.7.4760:mRNA	hypothetical protein, conserved	Tb927.7.4760	
Tb927.7.4770	Tb927.7.4770:mRNA	cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative	Tb927.7.4770	
Tb927.7.4800	Tb927.7.4800:mRNA	hypothetical protein, conserved	Tb927.7.4800	
Tb927.7.4810	Tb927.7.4810:mRNA	HD domain containing protein, putative	Tb927.7.4810	
Tb927.7.4820	Tb927.7.4820:mRNA	Trm112p-like protein, putative	Tb927.7.4820	
Tb927.7.4850	Tb927.7.4850:mRNA	kinetoplastid kinetochore protein 5	Tb927.7.4850	
Tb927.7.4870	Tb927.7.4870:mRNA	hypothetical protein, conserved	Tb927.7.4870	
Tb927.7.4880	Tb927.7.4880:mRNA	hypothetical protein, conserved	Tb927.7.4880	
Tb927.7.4900	Tb927.7.4900:mRNA	5'-3' exoribonuclease A	Tb927.7.4900	
Tb927.7.4910	Tb927.7.4910:mRNA	hypothetical protein, conserved	Tb927.7.4910	
Tb927.7.4950	Tb927.7.4950:mRNA	NAD(P)-dependent steroid dehydrogenase protein, putative	Tb927.7.4950	
Tb927.7.4970	Tb927.7.4970:mRNA	glutamine synthetase, putative	Tb927.7.4970	
Tb927.7.4990	Tb927.7.4990:mRNA	hypothetical protein, conserved	Tb927.7.4990	
Tb927.7.500	Tb927.7.500:mRNA	hypothetical protein, conserved	Tb927.7.500	
Tb927.7.5000	Tb927.7.5000:mRNA	60S ribosomal protein L19, putative	Tb927.7.5000	
Tb927.7.5050	Tb927.7.5050:mRNA	hypothetical protein, conserved	Tb927.7.5050	
Tb927.7.5080	Tb927.7.5080:mRNA	ATP-NAD kinase-like protein	Tb927.7.5080	
Tb927.7.510	Tb927.7.510:mRNA	hypothetical protein, conserved	Tb927.7.510	
Tb927.7.5110	Tb927.7.5110:mRNA	hypothetical protein, conserved	Tb927.7.5110	
Tb927.7.5130	Tb927.7.5130:mRNA	hypothetical protein, conserved	Tb927.7.5130	
Tb927.7.5160	Tb927.7.5160:mRNA	deoxyuridine triphosphatase, putative	Tb927.7.5160	
Tb927.7.5180	Tb927.7.5180:mRNA	60S ribosomal protein L23a, putative	Tb927.7.5180	
Tb927.7.5210	Tb927.7.5210:mRNA	Putative Phosphatase/Protein of unknown function DUF89, putative	Tb927.7.5210	
Tb927.7.5230	Tb927.7.5230:mRNA	lanosterol synthase	Tb927.7.5230	
Tb927.7.530	Tb927.7.530:mRNA	FYVE zinc finger, putative	Tb927.7.530	
Tb927.7.5300	Tb927.7.5300:mRNA	C2 domain/Ankyrin repeats (3 copies), putative	Tb927.7.5300	
Tb927.7.5330	Tb927.7.5330:mRNA	hypothetical protein, conserved	Tb927.7.5330	
Tb927.7.5340	Tb927.7.5340:mRNA	cAMP response protein 3	Tb927.7.5340	
Tb927.7.540	Tb927.7.540:mRNA	chaperone protein DnaJ, putative	Tb927.7.540	
Tb927.7.5480	Tb927.7.5480:mRNA	dihydrofolate reductase-thymidylate synthase	Tb927.7.5480	
Tb927.7.5530	Tb927.7.5530:mRNA	hypothetical protein, conserved	Tb927.7.5530	
Tb927.7.5560	Tb927.7.5560:mRNA	glucosamine-fructose-6-phosphate aminotransferase, putative	Tb927.7.5560	
Tb927.7.5580	Tb927.7.5580:mRNA	cell cycle associated protein MOB1-B	Tb927.7.5580	
Tb927.7.5600	Tb927.7.5600:mRNA	leucine-rich repeat protein (LRRP), putative	Tb927.7.5600	
Tb927.7.5660	Tb927.7.5660:mRNA	Outer dynein arm docking complex protein 2, putative	Tb927.7.5660	
Tb927.7.5680	Tb927.7.5680:mRNA	deoxyribose-phosphate aldolase, putative	Tb927.7.5680	
Tb927.7.570	Tb927.7.570:mRNA	prefoldin, putative	Tb927.7.570	
Tb927.7.5700	Tb927.7.5700:mRNA	peripherally associated ATOM36	Tb927.7.5700	
Tb927.7.5730	Tb927.7.5730:mRNA	hypothetical protein, conserved	Tb927.7.5730	
Tb927.7.5760	Tb927.7.5760:mRNA	nuclear transport factor 2 protein, putative	Tb927.7.5760	
Tb927.7.5770	Tb927.7.5770:mRNA	Nuclear Dbf2-related kinase	Tb927.7.5770	
Tb927.7.5780	Tb927.7.5780:mRNA	thioredoxin, putative	Tb927.7.5780	
Tb927.7.5820	Tb927.7.5820:mRNA	Monooxygenase, putative	Tb927.7.5820	
Tb927.7.5840	Tb927.7.5840:mRNA	hypothetical protein, conserved	Tb927.7.5840	
Tb927.7.590	Tb927.7.590:mRNA	hypothetical protein, conserved	Tb927.7.590	
Tb927.7.5910	Tb927.7.5910:mRNA	Autophagy-related protein 8.2	Tb927.7.5910	
Tb927.7.5940	Tb927.7.5940:mRNA	Protein Associated with Differentiation	Tb927.7.5940	
Tb927.7.5970	Tb927.7.5970:mRNA	protein associated with differentiation 5, putative	Tb927.7.5970	
Tb927.7.6090	Tb927.7.6090:mRNA	eukaryotic translation initiation factor 3 subunit a	Tb927.7.6090	
Tb927.7.6180	Tb927.7.6180:mRNA	hypothetical protein, conserved	Tb927.7.6180	
Tb927.7.6200	Tb927.7.6200:mRNA	chaperone protein DnaJ, putative	Tb927.7.6200	
Tb927.7.6220	Tb927.7.6220:mRNA	calcium/calmodulin-dependent protein kinase, putative	Tb927.7.6220	
Tb927.7.6230	Tb927.7.6230:mRNA	ADP-ribosylation factor, putative	Tb927.7.6230	
Tb927.7.6260	Tb927.7.6260:mRNA	TPR repeat, putative	Tb927.7.6260	
Tb927.7.6270	Tb927.7.6270:mRNA	peptidase t, putative	Tb927.7.6270	
Tb927.7.6280	Tb927.7.6280:mRNA	Domain of unknown function (DUF3508), putative	Tb927.7.6280	
Tb927.7.6290	Tb927.7.6290:mRNA	kinesin, putative	Tb927.7.6290	
Tb927.7.630	Tb927.7.630:mRNA	hypothetical protein, conserved	Tb927.7.630	
Tb927.7.6340	Tb927.7.6340:mRNA	hypothetical protein, conserved	Tb927.7.6340	
Tb927.7.6350	Tb927.7.6350:mRNA	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	Tb927.7.6350	
Tb927.7.6360	Tb927.7.6360:mRNA	histone H2A variant Z	Tb927.7.6360	
Tb927.7.640	Tb927.7.640:mRNA	hypothetical protein, conserved	Tb927.7.640	
Tb927.7.6410	Tb927.7.6410:mRNA	hypothetical protein, conserved	Tb927.7.6410	
Tb927.7.6420	Tb927.7.6420:mRNA	hypothetical protein, conserved	Tb927.7.6420	
Tb927.7.6460	Tb927.7.6460.1:mRNA	Defective in exine formation 1 homolog, putative	Tb927.7.6460	
Tb927.7.6460	Tb927.7.6460.2:mRNA	Defective in exine formation 1 homolog, putative	Tb927.7.6460	
Tb927.7.6470	Tb927.7.6470:mRNA	metallo-peptidase, Clan MK, Family M67	Tb927.7.6470	
Tb927.7.650	Tb927.7.650:mRNA	Nucleolar protein 105	Tb927.7.650	
Tb927.7.6610	Tb927.7.6610:mRNA	hypothetical protein, conserved	Tb927.7.6610	
Tb927.7.6620	Tb927.7.6620.1:mRNA	Probable N6-adenine methyltransferase, putative	Tb927.7.6620	
Tb927.7.6620	Tb927.7.6620.2:mRNA	Probable N6-adenine methyltransferase, putative	Tb927.7.6620	
Tb927.7.6640	Tb927.7.6640:mRNA	hypothetical protein, conserved	Tb927.7.6640	
Tb927.7.6660	Tb927.7.6660:mRNA	chaperone protein DnaJ, putative	Tb927.7.6660	
Tb927.7.6670	Tb927.7.6670:mRNA	hypothetical protein, conserved	Tb927.7.6670	
Tb927.7.6680	Tb927.7.6680:mRNA	STE/STE11 serine/threonine-protein kinase, putative	Tb927.7.6680	
Tb927.7.6770	Tb927.7.6770:mRNA	Acyl CoA binding protein, putative	Tb927.7.6770	
Tb927.7.6790	Tb927.7.6790:mRNA	hypothetical protein, conserved	Tb927.7.6790	
Tb927.7.680	Tb927.7.680:mRNA	chaperone protein DnaJ, putative	Tb927.7.680	
Tb927.7.6830	Tb927.7.6830:mRNA	trans-sialidase, putative	Tb927.7.6830	
Tb927.7.6840	Tb927.7.6840:mRNA	Centrosomal spindle body, CEP44, putative	Tb927.7.6840	
Tb927.7.6850	Tb927.7.6850:mRNA	trans-sialidase	Tb927.7.6850	
Tb927.7.6890	Tb927.7.6890:mRNA	methyltransferase domain containing protein, putative	Tb927.7.6890	
Tb927.7.6910	Tb927.7.6910:mRNA	Phosphatidylinositol 4-phosphate 5-kinase, putative	Tb927.7.6910	
Tb927.7.6930	Tb927.7.6930:mRNA	ATPase, putative	Tb927.7.6930	
Tb927.7.6960	Tb927.7.6960.1:mRNA	ubiquitin-conjugating enzyme E2, putative	Tb927.7.6960	
Tb927.7.6960	Tb927.7.6960.2:mRNA	ubiquitin-conjugating enzyme E2, putative	Tb927.7.6960	
Tb927.7.6970	Tb927.7.6970:mRNA	paraflagellar rod protein, putative	Tb927.7.6970	
Tb927.7.6980	Tb927.7.6980:mRNA	Mono-functional DNA-alkylating methyl methanesulfonate N-term/CPSF A subunit region, putative	Tb927.7.6980	
Tb927.7.6990	Tb927.7.6990:mRNA	hypothetical protein, conserved	Tb927.7.6990	
Tb927.7.700	Tb927.7.700:mRNA	Nucleolar protein 74	Tb927.7.700	
Tb927.7.7000	Tb927.7.7000:mRNA	hook complex protein, conserved	Tb927.7.7000	
Tb927.7.7010	Tb927.7.7010:mRNA	LSU ribosomal protein, mitochondrial, putative	Tb927.7.7010	
Tb927.7.7030	Tb927.7.7030:mRNA	zinc-finger of a C2HC-type, putative	Tb927.7.7030	
Tb927.7.7040	Tb927.7.7040:mRNA	methylthioadenosine phosphorylase, putative	Tb927.7.7040	
Tb927.7.7050	Tb927.7.7050:mRNA	hypothetical protein, conserved	Tb927.7.7050	
Tb927.7.7060	Tb927.7.7060:mRNA	Got1/Sft2-like family, putative	Tb927.7.7060	
Tb927.7.7070	Tb927.7.7070:mRNA	MYND finger, putative	Tb927.7.7070	
Tb927.7.7080	Tb927.7.7080:mRNA	mitochondrial glycoprotein-like protein	Tb927.7.7080	
Tb927.7.7090	Tb927.7.7090:mRNA	hypothetical protein, conserved	Tb927.7.7090	
Tb927.7.710	Tb927.7.710:mRNA	heat shock 70 kDa protein, putative	Tb927.7.710	
Tb927.7.7100	Tb927.7.7100:mRNA	hypothetical protein	Tb927.7.7100	
Tb927.7.7130	Tb927.7.7130:mRNA	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase, putative	Tb927.7.7130	
Tb927.7.7230	Tb927.7.7230:mRNA	nitroreductase	Tb927.7.7230	
Tb927.7.7240	Tb927.7.7240:mRNA	leucine-rich repeat protein (LRRP), putative	Tb927.7.7240	
Tb927.7.7250	Tb927.7.7250:mRNA	Ankyrin repeats (3 copies), putative	Tb927.7.7250	
Tb927.7.7270	Tb927.7.7270:mRNA	SUMO-interacting motif-containing protein	Tb927.7.7270	
Tb927.7.7280	Tb927.7.7280:mRNA	RNA-binding protein, putative	Tb927.7.7280	
Tb927.7.7290	Tb927.7.7290:mRNA	COG4 transport protein, putative	Tb927.7.7290	
Tb927.7.7300	Tb927.7.7300:mRNA	ATP-dependent DEAD/H RNA helicase, putative	Tb927.7.7300	
Tb927.7.7320	Tb927.7.7320:mRNA	hypothetical protein, conserved	Tb927.7.7320	
Tb927.7.7330	Tb927.7.7330:mRNA	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative	Tb927.7.7330	
Tb927.7.7400	Tb927.7.7400:mRNA	Basal body protein	Tb927.7.7400	
Tb927.7.7410	Tb927.7.7410:mRNA	Trans-2-enoyl-ACP reductase 2, putative	Tb927.7.7410	
Tb927.7.7420	Tb927.7.7420:mRNA	ATP synthase F1, alpha subunit	Tb927.7.7420	
Tb927.7.7440	Tb927.7.7440:mRNA	hypothetical protein, conserved	Tb927.7.7440	
Tb927.7.7450	Tb927.7.7450:mRNA	GTP-binding protein, putative	Tb927.7.7450	
Tb927.7.7460	Tb927.7.7460:mRNA	hypothetical protein, conserved	Tb927.7.7460	
Tb927.7.7470	Tb927.7.7470:mRNA	procyclic-enriched flagellar receptor adenylate cyclase 3	Tb927.7.7470	
Tb927.7.7500	Tb927.7.7500:mRNA	thymine-7-hydroxylase, putative	Tb927.7.7500	
Tb927.7.800	Tb927.7.800:mRNA	RNA editing mediator complex protein 3	Tb927.7.800	
Tb927.7.820	Tb927.7.820:mRNA	dynein arm light chain, axonemal, putative	Tb927.7.820	
Tb927.7.830	Tb927.7.830:mRNA	telomerase-associated protein, putative	Tb927.7.830	
Tb927.7.840	Tb927.7.840:mRNA	Mitochondrial ATP synthase subunit, putative	Tb927.7.840	
Tb927.7.870	Tb927.7.870:mRNA	hypothetical protein, conserved	Tb927.7.870	
Tb927.7.900	Tb927.7.900:mRNA	hypothetical protein, conserved	Tb927.7.900	
Tb927.7.910	Tb927.7.910:mRNA	hypothetical protein, conserved	Tb927.7.910	
Tb927.7.920	Tb927.7.920:mRNA	Inner arm dynein 5-1	Tb927.7.920	
Tb927.7.930	Tb927.7.930:mRNA	zinc finger CCCH domain containing protein 17	Tb927.7.930	
Tb927.7.940	Tb927.7.940:mRNA	protein kinase C substrate protein, heavy chain, putative	Tb927.7.940	
Tb927.7.960	Tb927.7.960:mRNA	CMGC/SRPK protein kinase, putative	Tb927.7.960	
Tb927.7.970	Tb927.7.970:mRNA	NMD3 family, putative	Tb927.7.970	
Tb927.7.990	Tb927.7.990:mRNA	chaperone protein DnaJ, putative	Tb927.7.990	
Tb927.8.1010	Tb927.8.1010:mRNA	chaperone protein DnaJ, putative	Tb927.8.1010	
Tb927.8.1080	Tb927.8.1080:mRNA	centrin, putative	Tb927.8.1080	
Tb927.8.1120	Tb927.8.1120:mRNA	hypothetical protein, conserved	Tb927.8.1120	
Tb927.8.1150	Tb927.8.1150:mRNA	kinetoplastid kinetochore protein 9	Tb927.8.1150	
Tb927.8.1170	Tb927.8.1170:mRNA	eukaryotic translation initiation factor 3 subunit h	Tb927.8.1170	
Tb927.8.1180	Tb927.8.1180:mRNA	vacuolar-type Ca2+-ATPase 1	Tb927.8.1180	
Tb927.8.1210	Tb927.8.1210:mRNA	hypothetical protein, conserved	Tb927.8.1210	
Tb927.8.1220	Tb927.8.1220:pseudogenic_transcript	hypothetical protein, conserved (pseudogene)	Tb927.8.1220	
Tb927.8.1240	Tb927.8.1240:mRNA	electron transfer flavoprotein-ubiquinone oxidoreductase, putative	Tb927.8.1240	
Tb927.8.1270	Tb927.8.1270:mRNA	Nucleolar protein 54	Tb927.8.1270	
Tb927.8.1300	Tb927.8.1300:mRNA	hypothetical protein, conserved	Tb927.8.1300	
Tb927.8.1330	Tb927.8.1330:mRNA	60S ribosomal protein L7a, putative	Tb927.8.1330	
Tb927.8.1360	Tb927.8.1360:mRNA	Dynein heavy chain, N-terminal region 2, putative	Tb927.8.1360	
Tb927.8.1370	Tb927.8.1370:mRNA	hypothetical protein, conserved	Tb927.8.1370	
Tb927.8.1410	Tb927.8.1410:mRNA	pre-rrna-processing protein tsr1 homolog	Tb927.8.1410	
Tb927.8.1420	Tb927.8.1420:mRNA	acyl-CoA dehydrogenase, mitochondrial precursor, putative	Tb927.8.1420	
Tb927.8.1440	Tb927.8.1440:mRNA	maoC-like dehydratase, putative	Tb927.8.1440	
Tb927.8.1500	Tb927.8.1500:mRNA	hypothetical protein, conserved	Tb927.8.1500	
Tb927.8.1510	Tb927.8.1510:mRNA	ATP-dependent RNA helicase DBP2B, putative	Tb927.8.1510	
Tb927.8.1540	Tb927.8.1540:mRNA	hypothetical protein, conserved	Tb927.8.1540	
Tb927.8.1550	Tb927.8.1550:mRNA	paraflagellar rod component, putative	Tb927.8.1550	
Tb927.8.1560	Tb927.8.1560:mRNA	hypothetical protein, conserved	Tb927.8.1560	
Tb927.8.1570	Tb927.8.1570:mRNA	Uncharacterised protein family (UPF0172), putative	Tb927.8.1570	
Tb927.8.1590	Tb927.8.1590:mRNA	ubiquitin-protein ligase, putative	Tb927.8.1590	
Tb927.8.1600	Tb927.8.1600.1:mRNA	lysyl-tRNA synthetase, putative	Tb927.8.1600	
Tb927.8.1600	Tb927.8.1600.2:mRNA	lysyl-tRNA synthetase, putative	Tb927.8.1600	
Tb927.8.1620	Tb927.8.1620:mRNA	MSP-B, putative	Tb927.8.1620	
Tb927.8.1720	Tb927.8.1720:mRNA	phosphatidylglycerolphosphate synthase, mitochondrial	Tb927.8.1720	
Tb927.8.1740	Tb927.8.1740:mRNA	Mitochondrial import inner membrane translocase subunit TIM62	Tb927.8.1740	
Tb927.8.1750	Tb927.8.1750:mRNA	Fe-S cluster assembly protein DRE2	Tb927.8.1750	
Tb927.8.1790	Tb927.8.1790:mRNA	hypothetical protein, conserved	Tb927.8.1790	
Tb927.8.1840	Tb927.8.1840:mRNA	Sec7 domain containing protein, putative	Tb927.8.1840	
Tb927.8.1860	Tb927.8.1860:mRNA	pitrilysin-like metalloprotease	Tb927.8.1860	
Tb927.8.1870	Tb927.8.1870:mRNA	Golgi/lysosome glycoprotein 1	Tb927.8.1870	
Tb927.8.1890	Tb927.8.1890:mRNA	cytochrome c1, heme protein, mitochondrial, putative	Tb927.8.1890	
Tb927.8.1910	Tb927.8.1910:mRNA	metallo-peptidase, Clan MH, Family M18	Tb927.8.1910	
Tb927.8.1940	Tb927.8.1940:mRNA	endosomal integral membrane protein, putative	Tb927.8.1940	
Tb927.8.1950	Tb927.8.1950:mRNA	hypothetical protein, conserved	Tb927.8.1950	
Tb927.8.1960	Tb927.8.1960:mRNA	CCR4-NOT transcription complex subunit 11	Tb927.8.1960	
Tb927.8.1980	Tb927.8.1980:mRNA	Beta propeller protein 1	Tb927.8.1980	
Tb927.8.1990	Tb927.8.1990:mRNA	peroxidoxin	Tb927.8.1990	
Tb927.8.2000	Tb927.8.2000:mRNA	cyclophilin, putative	Tb927.8.2000	
Tb927.8.2010	Tb927.8.2010:mRNA	hypothetical protein, conserved	Tb927.8.2010	
Tb927.8.2030	Tb927.8.2030:mRNA	Posterior and Ventral Edge protein 1	Tb927.8.2030	
Tb927.8.2040	Tb927.8.2040:mRNA	Domain of unknown function (DUF1767), putative	Tb927.8.2040	
Tb927.8.2050	Tb927.8.2050:mRNA	GDP-mannose pyrophosphorylase	Tb927.8.2050	
Tb927.8.2060	Tb927.8.2060:mRNA	Concanavalin A-like lectin/glucanases superfamily/Beige/BEACH domain containing protein, putative	Tb927.8.2060	
Tb927.8.2070	Tb927.8.2070:mRNA	Present in the outer mitochondrial membrane proteome 39-1	Tb927.8.2070	
Tb927.8.2080	Tb927.8.2080:mRNA	Fungal tRNA ligase phosphodiesterase domain containing protein, putative	Tb927.8.2080	
Tb927.8.2100	Tb927.8.2100:mRNA	vacuolar ATP synthase 16 kDa proteolipid subunit, putative	Tb927.8.2100	
Tb927.8.2160	Tb927.8.2160:mRNA	p-glycoprotein	Tb927.8.2160	
Tb927.8.2200	Tb927.8.2200:mRNA	terbinafine resistance locus protein (yip1), putative	Tb927.8.2200	
Tb927.8.2240	Tb927.8.2240:mRNA	Tryptophanyl-tRNA synthetase 2	Tb927.8.2240	
Tb927.8.2260	Tb927.8.2260:mRNA	Present in the outer mitochondrial membrane proteome 39-2	Tb927.8.2260	
Tb927.8.2290	Tb927.8.2290:mRNA	hypothetical protein, conserved	Tb927.8.2290	
Tb927.8.2300	Tb927.8.2300:mRNA	hypothetical protein, conserved	Tb927.8.2300	
Tb927.8.2310	Tb927.8.2310:mRNA	(H+)-ATPase G subunit, putative	Tb927.8.2310	
Tb927.8.2400	Tb927.8.2400:mRNA	hypothetical protein, conserved	Tb927.8.2400	
Tb927.8.2450	Tb927.8.2450:mRNA	5'-AMP-activated protein kinase subunit beta	Tb927.8.2450	
Tb927.8.2460	Tb927.8.2460:mRNA	hypothetical protein, conserved	Tb927.8.2460	
Tb927.8.2470	Tb927.8.2470:mRNA	hypothetical protein, conserved	Tb927.8.2470	
Tb927.8.2500	Tb927.8.2500:mRNA	ribosomal RNA methyltransferase, putative	Tb927.8.2500	
Tb927.8.2510	Tb927.8.2510:mRNA	hypothetical protein, conserved	Tb927.8.2510	
Tb927.8.2520	Tb927.8.2520:mRNA	acetyl-CoA synthetase, putative	Tb927.8.2520	
Tb927.8.2530	Tb927.8.2530:mRNA	Cytochrome c oxidase copper chaperone, related	Tb927.8.2530	
Tb927.8.2540	Tb927.8.2540:mRNA	3-ketoacyl-CoA thiolase	Tb927.8.2540	
Tb927.8.2550	Tb927.8.2550:mRNA	mitochondrial DNA primase	Tb927.8.2550	
Tb927.8.2590	Tb927.8.2590:mRNA	Basal body protein	Tb927.8.2590	
Tb927.8.2600	Tb927.8.2600:mRNA	WD domain, G-beta repeat/BING4CT (NUC141) domain containing protein, putative	Tb927.8.2600	
Tb927.8.2620	Tb927.8.2620:mRNA	SUMO-interacting motif-containing protein	Tb927.8.2620	
Tb927.8.2630	Tb927.8.2630:mRNA	kinesin-C	Tb927.8.2630	
Tb927.8.2640	Tb927.8.2640:mRNA	ubiquitin-activating enzyme E1, putative	Tb927.8.2640	
Tb927.8.2690	Tb927.8.2690:mRNA	SET domain containing protein, putative	Tb927.8.2690	
Tb927.8.2720	Tb927.8.2720:mRNA	Putative serine esterase (DUF676), putative	Tb927.8.2720	
Tb927.8.2740	Tb927.8.2740:mRNA	mitochondrial RNA binding protein	Tb927.8.2740	
Tb927.8.2770	Tb927.8.2770:mRNA	inositol 1,4,5-trisphosphate receptor	Tb927.8.2770	
Tb927.8.2800	Tb927.8.2800:mRNA	hypothetical protein, conserved	Tb927.8.2800	
Tb927.8.2820	Tb927.8.2820:mRNA	hypothetical protein, conserved	Tb927.8.2820	
Tb927.8.3060	Tb927.8.3060:mRNA	metallo-peptidase, Clan MF, Family M17	Tb927.8.3060	
Tb927.8.3090	Tb927.8.3090:mRNA	hypothetical protein, conserved	Tb927.8.3090	
Tb927.8.3150	Tb927.8.3150:mRNA	T-complex protein 1, gamma subunit, putative	Tb927.8.3150	
Tb927.8.3160	Tb927.8.3160:mRNA	hypothetical protein, conserved	Tb927.8.3160	
Tb927.8.3180	Tb927.8.3180:mRNA	Protein of unknown function (DUF3250), putative	Tb927.8.3180	
Tb927.8.3250	Tb927.8.3250:mRNA	dynein heavy chain, putative	Tb927.8.3250	
Tb927.8.3260	Tb927.8.3260:mRNA	YceI-like domain containing protein, putative	Tb927.8.3260	
Tb927.8.3270	Tb927.8.3270:mRNA	hypothetical protein	Tb927.8.3270	
Tb927.8.3280	Tb927.8.3280:mRNA	Beta-lactamase superfamily domain containing protein, putative	Tb927.8.3280	
Tb927.8.3340	Tb927.8.3340:mRNA	hypothetical protein, conserved	Tb927.8.3340	
Tb927.8.3380	Tb927.8.3380:mRNA	succinate dehydrogenase iron-sulfur subunit	Tb927.8.3380	
Tb927.8.3410	Tb927.8.3410:mRNA	Inositol hexakisphosphate, putative	Tb927.8.3410	
Tb927.8.3450	Tb927.8.3450:mRNA	hypothetical protein, conserved	Tb927.8.3450	
Tb927.8.3470	Tb927.8.3470:mRNA	Vesicle transport v-SNARE protein N-terminus, putative	Tb927.8.3470	
Tb927.8.3500	Tb927.8.3500:mRNA	mms19 nucleotide excision repair protein homolog	Tb927.8.3500	
Tb927.8.3510	Tb927.8.3510:mRNA	thymidylate kinase, putative	Tb927.8.3510	
Tb927.8.3520	Tb927.8.3520:mRNA	hypothetical protein, conserved	Tb927.8.3520	
Tb927.8.3530	Tb927.8.3530:mRNA	glycerol-3-phosphate dehydrogenase [NAD+], glycosomal	Tb927.8.3530	
Tb927.8.3560	Tb927.8.3560:mRNA	DNA repair and recombination helicase protein PIF5	Tb927.8.3560	
Tb927.8.3590	Tb927.8.3590:mRNA	hypothetical protein, conserved	Tb927.8.3590	
Tb927.8.3630	Tb927.8.3630:mRNA	folate transporter, putative	Tb927.8.3630	
Tb927.8.3650	Tb927.8.3650:mRNA	folate transporter, putative	Tb927.8.3650	
Tb927.8.3690	Tb927.8.3690:mRNA	isocitrate dehydrogenase [NADP], mitochondrial precursor, putative	Tb927.8.3690	
Tb927.8.3750	Tb927.8.3750:mRNA	nucleolar protein 56	Tb927.8.3750	
Tb927.8.3770	Tb927.8.3770:mRNA	Mitogen-activated protein kinase 10, putative	Tb927.8.3770	
